iter	TotalF1:average=Macro	MultiClass
878	0.9993074165	0.08737919217
879	0.9993074165	0.08727528815
880	0.9993074165	0.08718048141
881	0.9993074165	0.08704186041
882	0.9993074165	0.08691796995
883	0.9993074165	0.08673855761
884	0.9993074165	0.08652506343
885	0.9993074165	0.08643403211
886	0.9993074165	0.08628644731
887	0.9993074165	0.08604091296
888	0.9993074165	0.08599301813
889	0.9993074165	0.08590680669
890	0.9993074165	0.08572786104
891	0.9993074165	0.08555519744
892	0.9993074165	0.08546834193
893	0.9993074165	0.08534527269
894	0.9993074165	0.0851940752
895	0.9993074165	0.08511058344
896	0.9993074165	0.08498451368
897	0.9993074165	0.0848750534
898	0.9993074165	0.08474965099
899	0.9993074165	0.08458442782
900	0.9993074165	0.08441440133
901	0.9993074165	0.08434447345
902	0.9993074165	0.08424867279
903	0.9993074165	0.08408666938
904	0.9993074165	0.08398857699
905	0.9993074165	0.0837896097
906	0.9993074165	0.08362560523
907	0.9993074165	0.08352711505
908	0.9993074165	0.08344366353
909	0.9993074165	0.083291763
910	0.9993074165	0.08321257211
911	0.9993074165	0.0831134659
912	0.9993074165	0.08302065786
913	0.9993074165	0.08280555958
914	0.9993074165	0.08269190189
915	0.9993074165	0.08255951467
916	0.9993074165	0.08236125797
917	0.9993074165	0.08227486483
918	0.9993074165	0.08221992708
919	0.9993074165	0.0820654403
920	0.9993074165	0.08193085534
921	0.9993074165	0.08180895565
922	0.9993074165	0.08167125907
923	0.9993074165	0.08156911584
924	0.9993074165	0.08143613335
925	0.9993074165	0.08123738192
926	0.9993074165	0.08110478672
927	0.9993074165	0.08094043727
928	0.9993074165	0.08073829574
929	0.9993074165	0.08067298138
930	0.9993074165	0.08050493376
931	0.9993074165	0.08041776704
932	0.9993074165	0.08028602537
933	0.9993074165	0.08020195307
934	0.9993074165	0.08008554532
935	0.9993074165	0.080027716
936	0.9993074165	0.07991061855
937	0.9993074165	0.07977616663
938	0.9993074165	0.07961402606
939	0.9993074165	0.07951556344
940	0.9993074165	0.07941801837
941	0.9993074165	0.0793034507
942	0.9993074165	0.07918499996
943	0.9993074165	0.07908485145
944	0.9993074165	0.07899708896
945	0.9993074165	0.07893012484
946	0.9993074165	0.07881080616
947	0.9993074165	0.07875034239
948	0.9993074165	0.07869281872
949	0.9993074165	0.07855067236
950	0.9993074165	0.0784491534
951	0.9993074165	0.07832153984
952	0.9993074165	0.07823398863
953	0.9993074165	0.07815854257
954	0.9993074165	0.07805076737
955	0.9993074165	0.07791419466
956	0.9993074165	0.07781039378
957	0.9993074165	0.07771404182
958	0.9993074165	0.07754114165
959	0.9993074165	0.07745004556
960	0.9993074165	0.07734676885
961	0.9993074165	0.07724631488
962	0.9993074165	0.07716523217
963	0.9993074165	0.07705563648
964	0.9993074165	0.07696304312
965	0.9993074165	0.07681841994
966	0.9993074165	0.076731547
967	0.9993074165	0.07665458331
968	0.9993074165	0.07659410317
969	0.9993074165	0.07650617811
970	0.9993074165	0.07632574279
971	0.9993074165	0.07623252576
972	0.9993074165	0.0761300538
973	0.9993074165	0.07596457128
974	0.9993074165	0.07583331226
975	0.9993074165	0.07569540507
976	0.9993074165	0.07555634039
977	0.9993074165	0.07547264464
978	0.9993074165	0.07544236559
979	0.9993074165	0.07537217947
980	0.9993074165	0.07521057181
981	0.9993074165	0.0751121738
982	0.9993074165	0.07501647583
983	0.9993074165	0.07489068773
984	0.9993074165	0.0747465057
985	0.9993074165	0.07468173092
986	0.9993074165	0.07454260117
987	0.9993074165	0.07441480662
988	0.9993074165	0.07431591316
989	0.9993074165	0.07420919523
990	0.9993074165	0.07413222813
991	0.9993074165	0.07405929438
992	0.9993074165	0.07391496927
993	0.9993074165	0.07370200286
994	0.9993074165	0.07360959903
995	0.9993074165	0.07352373439
996	0.9993074165	0.07339234598
997	0.9993074165	0.07328990062
998	0.9993074165	0.07310746643
999	0.9993074165	0.0729758575
